Player,#,Class,Pos,Height,Weight,Hometown,High School,RSCI Top 100,Summary,School
Breon Barnett,10,FR,G,6-1,175.0,"Douglasville, GA",Chapel Hill (GA),,"0.3 Pts, 0.5 Reb, 0.2 Ast",Morgan State
Jayden Socka,32,SR,F,6-9,255.0,"Silver Spring, MD",Springbrook (MD),,"0.7 Pts, 0.5 Reb, 0.5 Ast",Morgan State
Arlandus Keyes,2,SR,G,6-2,173.0,"Florissant, MO",Gateway City Elite (MO),,"11.7 Pts, 3.4 Reb, 2.9 Ast",Mount St. Mary's
Luke McEldon,21,JR,F,6-10,240.0,"London, United Kingdom",Cushing Academy (MA),,"11.0 Pts, 5.8 Reb, 1.2 Ast",Mount St. Mary's
Trey Deveaux,5,SR,F,6-5,205.0,"Lincoln, NE",Norris (NE),,"11.4 Pts, 4.4 Reb, 0.9 Ast",Mount St. Mary's
Xavier Lipscomb,45,SR,G,6-2,195.0,"Washington, DC",St. Stephen's & St. Agnes School,,"9.7 Pts, 4.7 Reb, 4.1 Ast",Mount St. Mary's
Justin Amadi,11,SR,F,6-7,220.0,"Simpsonville, SC",Paul M. Dorman HS,,"7.6 Pts, 4.4 Reb, 0.4 Ast",Mount St. Mary's
Abdou Khadre Kébé,9,SO,F,6-7,170.0,"Dakar, Senegal",SEED Academy (Senegal),,"8.4 Pts, 5.9 Reb, 1.0 Ast",Mount St. Mary's
Mason So,4,JR,G,6-2,180.0,"Burke, VA",Dematha Catholic (MD),,"4.4 Pts, 2.6 Reb, 2.5 Ast",Mount St. Mary's
Anthony Arrington,30,SR,G,6-2,190.0,"Atlanta, GA",The Galloway School (GA),,"6.1 Pts, 2.1 Reb, 1.1 Ast",Mount St. Mary's
Anastasios Rozakeas,1,SO,G,6-7,225.0,"Athens, Greece",Olympiakos (Greece),,"3.9 Pts, 2.2 Reb, 0.6 Ast",Mount St. Mary's
Patrick Haigh,10,JR,G,6-4,190.0,"Altoona, PA",Bishop Guilfoyle (PA),,"3.6 Pts, 0.7 Reb, 0.4 Ast",Mount St. Mary's
Yakhya Diop,23,FR,F,7-0,220.0,"Dakar, Senegal",NBA Academy Africa (Senegal),,"1.7 Pts, 2.6 Reb, 0.1 Ast",Mount St. Mary's
Elijah Espinosa,7,SO,F,6-9,200.0,"Etters, PA",Red Land (PA),,"0.8 Pts, 1.1 Reb, 0.5 Ast",Mount St. Mary's
John Miller,3,SR,G,6-1,195.0,"Eldersburg, MD",Marriotts Ridge (MD),,"0.3 Pts, 0.3 Reb, 0.0 Ast",Mount St. Mary's
Noah Rogers,22,SO,G,6-1,175.0,"Waldorf, MD",St. Mary's Ryken (MD),,"0.0 Pts, 0.3 Reb, 0.0 Ast",Mount St. Mary's
Jaxon Hartman,6,SO,G,6-3,195.0,"Staunton, VA",Miller School of Albemarle (VA),,,Mount St. Mary's
Justin May,8,FR,G,6-2,185.0,"Little Rock, AR",eStem Public Charter School (AR); Link Academy (MO),,,Mount St. Mary's
Javon Jackson,22,SR,G,6-3,190.0,"Houston, TX",C.E. King (TX); Impact Basketball Academy (NV),,"16.3 Pts, 2.4 Reb, 2.8 Ast",Murray State
Roman Domon,77,FR,F,6-9,225.0,"Dreuil Les Amiens, France",,,"13.8 Pts, 5.0 Reb, 1.5 Ast",Murray State
Fredrick King,33,SR,C,6-10,234.0,"Mangrove Cay, Bahamas",NBA Academy Latin America,,"13.3 Pts, 8.6 Reb, 0.8 Ast",Murray State
Layne Taylor,9,SO,G,5-11,180.0,"Farmington, AR",Farmington (AR),,"8.1 Pts, 2.7 Reb, 3.4 Ast",Murray State
JJ Traynor,8,SR,F,6-8,200.0,"Bardstown, KY",Bardstown HS,,"7.6 Pts, 3.7 Reb, 0.7 Ast",Murray State
Mason Miller,13,SR,F,6-8,187.0,"Germantown, TN",Houston HS,71 (2021),"6.0 Pts, 3.9 Reb, 0.5 Ast",Murray State
Brayden Shorter,34,JR,G,6-5,210.0,"Springfield, MO",Kickapoo (MO),,"5.8 Pts, 1.7 Reb, 0.5 Ast",Murray State
KJ Tenner,10,SO,G,6-0,166.0,"Memphis, TN",Cordova (TN),,"5.5 Pts, 1.3 Reb, 1.9 Ast",Murray State
Mathis Courbon,2,FR,G,6-6,190.0,"Lyon, France",Lycee Albert Thomas (France),,"4.6 Pts, 2.1 Reb, 1.1 Ast",Murray State
Brock Vice,6,SO,C,6-10,245.0,"Memphis, TN",Houston (TN),,"2.0 Pts, 1.7 Reb, 0.1 Ast",Murray State
Dylan Anderson,11,JR,F,7-0,240.0,"Gilbert, AZ",Perry (AZ),99 (2022),"1.4 Pts, 1.8 Reb, 0.4 Ast",Murray State
Dillon Butler,25,FR,G,6-3,192.0,"Memphis, TN",Tipton Rosemark Academy (TN),,,Murray State
Lachlan Crate,14,FR,F,6-8,215.0,"Feilding, New Zealand",Feilding (New Zealand),,,Murray State
Tristian Ford,4,FR,G,6-3,164.0,"Rockford, IL",Chicago Prep Academy (IL),,,Murray State
Ben Shtolzberg,7,SR,G,6-4,200.0,"Northridge, CA",Sherman Oaks Notre Dame (CA),,,Murray State
Austin Benigni,1,SR,G,5-11,172.0,"The Woodlands, TX",Texas Christian School (TX); The Woodlands Christian (TX),,"17.8 Pts, 3.6 Reb, 4.4 Ast",Navy
Aidan Kehoe,99,SR,C,6-10,231.0,"Montvale, NJ",Pascack Hills (NJ); Canterbury School (CT),,"15.5 Pts, 10.8 Reb, 2.1 Ast",Navy
Jinwoo Kim,10,JR,G,6-3,195.0,"Overland Park, KS",Blue Valley Southwest (KS); Mercersburg Academy (PA),,"9.4 Pts, 3.0 Reb, 1.6 Ast",Navy
Donovan Draper,11,SR,F,6-5,203.0,"West Palm Beach, FL",Forest Hill (FL),,"9.2 Pts, 7.0 Reb, 2.6 Ast",Navy
Jordan Pennick,21,JR,G,5-11,190.0,"Reisterstown, MD",Archbishop Spalding (MD); Naval Academy Prep (RI),,"7.0 Pts, 2.2 Reb, 1.3 Ast",Navy
Mike Woods,30,SR,F,6-4,194.0,"Upper Marlboro, MD",Prince George's Douglass (MD),,"6.9 Pts, 4.3 Reb, 1.7 Ast",Navy
Cam Cole,2,JR,G,6-2,165.0,"Bristow, VA",Osborn Park (VA); Highland School (VA),,"5.4 Pts, 1.9 Reb, 1.8 Ast",Navy
David Burnett,7,SO,G,6-3,200.0,"Flowery Branch, GA",Riverside Military Academy (GA); Buford (GA); Fork Union Military Academy (VA),,"1.7 Pts, 1.3 Reb, 0.5 Ast",Navy
Nyles Howard,0,JR,G,6-3,183.0,"Concord, NC",Davidson Day (NC); Carmel Christian (NC); Naval Academy Prep (RI),,"1.5 Pts, 0.9 Reb, 0.6 Ast",Navy
Cooper Jackson,42,SO,F,6-5,228.0,"Winston-Salem, NC",Reagan (NC),,"1.1 Pts, 0.4 Reb, 0.1 Ast",Navy
Cam Cormany,14,SR,G,6-0,182.0,"Radford, VA",Radford (VA),,"1.2 Pts, 0.3 Reb, 0.1 Ast",Navy
Sam Krist,8,SR,G,6-4,186.0,"Rockford, MI",Rockford (MI),,"0.9 Pts, 0.5 Reb, 0.2 Ast",Navy
Jerry Ashley,25,FR,F,6-7,225.0,"Cape Coral, FL",Bishop Verot (FL),,"1.3 Pts, 1.4 Reb, 0.0 Ast",Navy
Julian Gabbidon,3,JR,G,6-3,180.0,"Harrisburg, PA","Trinity (Camp Hill, PA); Hillcrest Prep (AZ)",,"2.0 Pts, 0.8 Reb, 0.0 Ast",Navy
Matt Gaffney,20,FR,G,5-10,170.0,"Wakefield, MA",Malden Catholic (MA),,"0.5 Pts, 0.5 Reb, 0.3 Ast",Navy
Owen Gray,77,SO,F,6-8,226.0,"Rockville, VA",The Steward School (VA),,"0.7 Pts, 0.3 Reb, 0.0 Ast",Navy
Tobi Raji,33,SO,F,6-6,214.0,"Greenbelt, MD",Eleanor Roosevelt (MD); Naval Academy Prep School (RI),,"0.0 Pts, 1.0 Reb, 0.0 Ast",Navy
Davyn de Jongh,15,SO,G,6-0,170.0,"New York, NY",The Hotchkiss School (CT),,,Navy
C.J. Kearns,40,FR,F,6-7,215.0,"Rockledge, FL",Rockledge (FL),,,Navy
Julien King,5,SO,G,6-1,199.0,"Garner, NC",GRACE Christian (NC); Naval Academy Prep School (RI),,,Navy
Jordan McConnell,32,FR,C,6-9,235.0,"Hanover, NH",Phillips Exeter Academy (NH),,,Navy
Steven McLeod,24,FR,G,6-0,181.0,"Durham, NC",GRACE Christian (NC),,,Navy
Luke Morgan,35,FR,F,6-7,200.0,"Asheboro, NC",Wesleyan Christian (NC),,,Navy
Colin Pollock,22,FR,F,6-7,215.0,"Ashburn, VA",Broad Run (VA); Paul VI (VA); St. Stephen & St. Agnes School (VA),,,Navy
Reiss Whitaker,9,JR,F,6-6,215.0,"Haymarket, VA",Paul VI Catholic (VA); Highland School (VA),,,Navy
Quadir Copeland,11,SR,G,6-6,203.0,"Philadelphia, PA",Gettysburg (PA); Life Center Academy (NJ); IMG Academy (FL),,"14.0 Pts, 3.6 Reb, 6.8 Ast",NC State
Darrion Williams,1,SR,F,6-6,210.0,"Las Vegas, NV",Bishop Gorman (NV),,"14.2 Pts, 5.0 Reb, 2.9 Ast",NC State
Ven-Allen Lubin,22,SR,F,6-8,226.0,"Orlando, FL",Orlando Christian (FL),62 (2022),"13.6 Pts, 7.0 Reb, 1.0 Ast",NC State
Paul McNeil,2,SO,G,6-5,180.0,"Rockingham, NC",Richmond Senior (NC),53 (2024),"13.4 Pts, 3.7 Reb, 0.9 Ast",NC State
Tre Holloman,5,SR,G,6-2,180.0,"Minneapolis, MN",Cretin-Derham Hall (MN),80 (2022),"9.7 Pts, 1.8 Reb, 2.2 Ast",NC State
Matt Able,3,FR,G,6-6,205.0,"Baltimore, MD",Parrish Community (FL); Berkeley Prep (FL); Sagemont Prep (FL),20 (2025),"8.9 Pts, 3.5 Reb, 0.9 Ast",NC State
Terrance Arceneaux,21,SR,G,6-5,195.0,"Beaumont, TX",Beaumont United (TX),38 (2022),"4.0 Pts, 2.8 Reb, 0.4 Ast",NC State
Alyn Breed,7,SR,G,6-3,180.0,"Powder Springs, GA",McEachern HS,,"4.6 Pts, 2.0 Reb, 1.4 Ast",NC State
Musa Sagnia,13,FR,F,6-10,235.0,"Bakau, Gambia",,,"2.8 Pts, 3.1 Reb, 0.3 Ast",NC State
Jerry Deng,15,JR,F,6-9,220.0,"Norcross, GA",Norcross (GA),,"6.1 Pts, 2.1 Reb, 0.4 Ast",NC State
Scottie Ebube,12,SR,C,6-10,265.0,"Mundelein, IL",Mundelein HS,,"1.5 Pts, 1.0 Reb, 0.0 Ast",NC State
Jordan Snell,0,SR,G,6-2,165.0,"Cary, NC",Panther Creek (NC),,"0.9 Pts, 0.3 Reb, 0.3 Ast",NC State
Colt Langdon,45,SO,F,6-7,210.0,"Raleigh, NC",Millbrook (NC),,"0.3 Pts, 0.2 Reb, 0.0 Ast",NC State
Jayme Kontuniemi,10,FR,G,6-4,215.0,"Helsinki, Finland",Drive Academy Espoo (Finland),,,NC State
Zymicah Wilkins,33,FR,F,6-9,260.0,"Rutherfordton, NC",R-S Central (NC); Christ School (NC),78 (2025),,NC State
Pryce Sandfort,21,JR,F,6-6,205.0,"Waukee, IA",Waukee Northwest (IA),,"17.3 Pts, 4.5 Reb, 1.8 Ast",Nebraska
Rienk Mast,51,SR,F,6-9,240.0,"Groningen, Netherlands",Donar Groningen (Netherlands),,"14.1 Pts, 6.2 Reb, 3.1 Ast",Nebraska
Braden Frager,5,FR,F,6-7,220.0,"Lincoln, NE",Lincoln Southwest (NE),,"11.6 Pts, 3.7 Reb, 0.9 Ast",Nebraska
Jamarques Lawrence,10,SR,G,6-3,185.0,"Plainfield, NJ",Plainfield (NJ); Roselle Catholic (NJ),,"10.7 Pts, 2.5 Reb, 3.8 Ast",Nebraska
Sam Hoiberg,1,SR,G,6-0,183.0,"Lincoln, NE",Hinsdale Central (IL); Pius X (NE),,"9.4 Pts, 5.3 Reb, 4.4 Ast",Nebraska
Berke Buyuktuncel,9,JR,F,6-9,245.0,"Bursa, TÃ¼rkiye",Ozluce Doga Kolegi (Türkiye),,"6.6 Pts, 5.8 Reb, 2.0 Ast",Nebraska
Cale Jacobsen,31,JR,G,6-4,194.0,"Ashland, NE",Ashland-Greenwood (NE),,"4.7 Pts, 2.9 Reb, 1.5 Ast",Nebraska
Jared Garcia,15,SR,F,6-9,240.0,"Katy, TX",St. Thomas More HS,,"3.1 Pts, 2.0 Reb, 0.4 Ast",Nebraska
Connor Essegian,0,SR,G,6-4,185.0,"Fort Wayne, IN",Central Noble (IN),,"5.4 Pts, 1.3 Reb, 0.9 Ast",Nebraska
Leo Curtis,33,FR,F,7-2,245.0,"Reykjavik, Iceland",CATS Academy (MA),,"1.9 Pts, 0.8 Reb, 0.3 Ast",Nebraska
Kendall Blue,2,SR,G,6-6,190.0,"Woodbury, MN",East Ridge (MN),,"0.7 Pts, 0.4 Reb, 0.3 Ast",Nebraska
Ugnius Jarusevicius,13,SR,F,6-10,220.0,"Alytus, Lithuania",Kaunas Varpas Gimnazija (Lithuania),,"7.0 Pts, 2.0 Reb, 0.0 Ast",Nebraska
Justin Bolis,7,JR,F,6-8,225.0,"Lincoln, NE",Lincoln (NE),,"0.2 Pts, 0.3 Reb, 0.1 Ast",Nebraska
Henry Burt,35,JR,F,6-4,216.0,"Omaha, NE",Elkhorn South (NE),,,Nebraska
Will Cooper,6,SO,F,6-6,210.0,"Omaha, NE",Millard South (NE),,,Nebraska
Quentin Rhymes,11,FR,G,6-6,192.0,"Las Vegas, NV",Bishop Gorman (NV); Bella Vista Prep (AZ); Hillcrest Prep (AZ),,,Nebraska
Corey Camper,4,SR,G,6-5,185.0,"Little Rock, AR",Little Rock Central (AR),,"17.6 Pts, 4.4 Reb, 2.2 Ast",Nevada
Elijah Price,1,SO,F,6-9,195.0,"Long Beach, CA",St. Anthony (CA); Golden State Prep (CA),,"12.9 Pts, 8.8 Reb, 1.0 Ast",Nevada
Tayshawn Comer,12,SR,G,6-1,190.0,"Indianapolis, IN",Cathedral (IN),,"12.5 Pts, 1.9 Reb, 3.7 Ast",Nevada
Vaughn Weems,7,JR,G,6-5,197.0,"Federal Way, WA",Federal Way (WA),,"7.7 Pts, 3.5 Reb, 1.0 Ast",Nevada
Chuck Bailey,0,JR,G,6-5,185.0,"Detroit, MI",Hamtramck (MI),,"6.8 Pts, 2.7 Reb, 1.3 Ast",Nevada
Peyton White,17,FR,G,6-6,233.0,"Encino, CA",Crespi Carmelite (CA),,"5.4 Pts, 1.9 Reb, 0.4 Ast",Nevada
Tyler Rolison,3,JR,G,6-0,173.0,"Los Angeles, CA",St. Bernard (CA),,"5.4 Pts, 1.7 Reb, 2.7 Ast",Nevada
Kaleb Lowery,6,SR,F,6-8,217.0,"San Diego, CA",Santa Clarita Christian School (CA),,"4.0 Pts, 3.0 Reb, 0.8 Ast",Nevada
Amire Robinson,5,JR,G,6-4,195.0,"Akron, OH",Buchtel (OH),,"3.2 Pts, 1.3 Reb, 0.3 Ast",Nevada
Joel Armotrading,21,SR,C,6-10,225.0,"London, United Kingdom",Menaul School (NM),,"5.4 Pts, 4.4 Reb, 0.4 Ast",Nevada
Myles Walker,2,FR,G,5-10,163.0,"Riverside, CA",Eleanor Roosevelt (CA),,"1.3 Pts, 0.7 Reb, 1.5 Ast",Nevada
Jeriah Coleman,12,SR,F,7-0,220.0,"Anchorage, AK",Great Bridge Christian HS,,"1.2 Pts, 1.7 Reb, 0.0 Ast",Nevada
Ethan Croley,50,FR,F,6-8,247.0,"San Antonio, TX",Clark (TX); Overtime Elite (GA),,"1.9 Pts, 1.4 Reb, 0.0 Ast",Nevada
Christopher Baudreau,24,FR,F,6-9,205.0,"Las Vegas, NV",Bishop Gorman (NV),,"2.0 Pts, 0.5 Reb, 0.0 Ast",Nevada
Dra Gibbs-Lawhorn,0,JR,G,6-1,185.0,"Lafayette, IN",McCutcheon (IN); Real Salt Lake Academy (UT); Montverde Academy (FL); Word of God Christian Academy (NC),,"19.8 Pts, 3.0 Reb, 2.7 Ast",Nevada-Las Vegas
Kimani Hamilton,2,SR,F,6-7,215.0,"Clinton, MS",Clinton (MS),,"12.3 Pts, 4.8 Reb, 2.2 Ast",Nevada-Las Vegas
Tyrin Jones,6,FR,F,6-9,190.0,"Las Vegas, NV",Layton Christian Academy (UT),,"11.2 Pts, 4.7 Reb, 1.3 Ast",Nevada-Las Vegas
Issac Williamson,12,FR,G,6-0,165.0,"Moreno Valley, CA",Eastvale Roosevelt (CA),,"9.6 Pts, 2.1 Reb, 1.4 Ast",Nevada-Las Vegas
Howie Fleming,3,SR,G,6-5,190.0,"Louisville, KY",Male HS,,"9.1 Pts, 5.6 Reb, 3.2 Ast",Nevada-Las Vegas
Al Green,7,SR,G,6-3,185.0,"Sacramento, CA",Franklin (CA),,"5.3 Pts, 1.5 Reb, 0.8 Ast",Nevada-Las Vegas
Jacob Bannarbie,10,SO,F,6-9,230.0,"Anchorage, AK",Torrey Pines (CA); Southern California Academy (CA); Hillcrest Prep (AZ),,"5.0 Pts, 5.3 Reb, 1.4 Ast",Nevada-Las Vegas
Naas Cunningham,24,SO,F,6-7,175.0,"West Orange, NJ",Gill St. Bernard's (NJ); Southern California Academy (CA),44 (2024),"5.6 Pts, 1.3 Reb, 0.9 Ast",Nevada-Las Vegas
Emmanuel Stephen,34,SO,F,6-11,230.0,"Lagos, Nigeria",NBA Academy Africa (Senegal); Dream City Christian (AZ),,"4.5 Pts, 5.2 Reb, 0.3 Ast",Nevada-Las Vegas
Walter Brown,22,SR,F,6-5,210.0,"Christchurch, New Zealand",St. Bede's College HS (New Zealand),,"3.3 Pts, 2.3 Reb, 0.7 Ast",Nevada-Las Vegas
Ladji Dembele,1,JR,F,6-8,250.0,"Newark, NJ",St. Benedict's Prep (NJ),,"5.2 Pts, 4.2 Reb, 1.4 Ast",Nevada-Las Vegas
Jalen Cunningham,13,SO,G,6-2,185.0,"Las Vegas, NV",Coronado (NV),,"0.0 Pts, 0.2 Reb, 0.4 Ast",Nevada-Las Vegas
Mason Abittan,8,FR,G,6-6,205.0,"Las Vegas, NV",Palo Verde (NV); Coronado (NV),,,Nevada-Las Vegas
Myles Che,77,JR,G,6-2,190.0,"Los Angeles, CA",Fairmont Prep (CA); Diamond Bar (CA); The Skill Factory (GA),,,Nevada-Las Vegas
Jack Graham,1,JR,G,6-3,185.0,"Smithfield, RI",Milton Academy (MA),,"11.1 Pts, 3.0 Reb, 1.0 Ast",New Hampshire
Belal El Shakery,23,JR,F,6-8,230.0,"Alexandria, Egypt",The Winchendon School (MA),,"10.7 Pts, 7.8 Reb, 1.4 Ast",New Hampshire
KiJan Robinson,8,JR,G,6-3,170.0,"Apopka, FL",Wekiva (FL),,"11.0 Pts, 1.6 Reb, 2.5 Ast",New Hampshire
Comeh Emuobor,10,JR,G,6-5,205.0,"Raleigh, NC",Ravenscroft School (NC); Brewster Academy (NH),,"9.5 Pts, 4.5 Reb, 0.7 Ast",New Hampshire
Tyler Bike,0,FR,G,5-10,170.0,"Merrimack, NH",Trinity (NH); Phillips Exeter (NH),,"6.9 Pts, 1.8 Reb, 2.1 Ast",New Hampshire
Davide Poser,15,JR,F,6-4,206.0,"Veneto, Italy",Bernareggio 99 (Italy),,"6.4 Pts, 2.8 Reb, 1.5 Ast",New Hampshire
Reginald Kennedy,5,SO,G,6-1,180.0,"Fayetteville, GA",Fayette County (GA),,"6.2 Pts, 1.9 Reb, 0.9 Ast",New Hampshire
John Squire,7,SO,F,6-8,220.0,"Sausalito, CA",Saint Ignatius (CA),,"5.9 Pts, 5.6 Reb, 1.3 Ast",New Hampshire
Giannos Xanthopoulos,6,FR,F,6-10,220.0,"Zografou, Greece",Fort Erie Academy (Canada),,"2.0 Pts, 2.0 Reb, 0.1 Ast",New Hampshire
Jon O'Neill,24,SO,F,6-9,216.0,"Kaukauna, WI",Kaukauna (WI),,"1.7 Pts, 2.8 Reb, 0.2 Ast",New Hampshire
Dylan Saunders,3,JR,F,6-8,210.0,"Roanoke, VA",Cave Spring (VA),,"1.5 Pts, 0.5 Reb, 0.1 Ast",New Hampshire
Myles Blackley,4,FR,G,6-4,170.0,"Summit, NJ",Montclair Immaculate Conception (NJ),,"0.9 Pts, 0.3 Reb, 0.3 Ast",New Hampshire
Antoni Siewruk,14,SO,G,6-9,193.0,"Koszalin, Poland",ANGT Ljubljana (Slovenia); SMS PZKosz (Poland),,"1.4 Pts, 1.2 Reb, 0.4 Ast",New Hampshire
Nicholas Sanford,11,SO,G,6-1,178.0,"Phoenix, AZ",Brophy College Prep (AZ),,"0.0 Pts, 0.2 Reb, 0.0 Ast",New Hampshire
Jabri Fitzpatrick,1,JR,,6-2,170.0,"North Brunswick, NJ",North Brunswick (NJ); The Patrick School (NJ),,"13.4 Pts, 4.7 Reb, 2.5 Ast",New Haven
Najimi George,23,SO,G,6-4,,"Bridgeport, CT",Kolbe Cathedral (CT),,"11.2 Pts, 3.7 Reb, 1.5 Ast",New Haven
Andre Pasha,15,SO,,6-9,,"Syracuse, NY",Syracuse Academy of Science (NY),,"10.4 Pts, 5.0 Reb, 1.8 Ast",New Haven
Stefano Faloppa,5,SR,F,6-9,235.0,"Portogruaro, Italy",Holy Cross Prep (NJ),,"6.6 Pts, 4.8 Reb, 1.4 Ast",New Haven
Kheni Briggs,3,SR,G,6-3,201.0,"Kannapolis, NC",A.L. Brown (NC); The Burlington School (NC),,"6.6 Pts, 1.4 Reb, 1.3 Ast",New Haven
Maison Adeleye,22,SR,,6-4,185.0,"Arlington, TX",Juan Seguin (TX),,"4.6 Pts, 2.0 Reb, 1.1 Ast",New Haven
Teshaun Steele,14,FR,,6-7,,"Worcester, MA",Darrow School (NY),,"3.9 Pts, 2.9 Reb, 0.9 Ast",New Haven
Aidan Losiewicz,2,FR,,6-3,,"Douglas, MA",Newman School (MA),,"3.0 Pts, 0.7 Reb, 0.3 Ast",New Haven
Zoumana Traore,21,FR,,6-8,,"Harlem, NY",Millbrook School (NY),,"2.4 Pts, 1.7 Reb, 0.4 Ast",New Haven
Vere Anthony,10,FR,,6-0,190.0,"Queens, NY",St. Francis Preparatory School (NY),,"2.6 Pts, 0.8 Reb, 1.2 Ast",New Haven
Tristan Burth,20,FR,,6-8,,"Bronx, NY",Adlai Stevenson (NY); Bridgeport Prep (CT),,"1.6 Pts, 1.7 Reb, 0.2 Ast",New Haven
Kyle Kearson,25,SR,F,6-4,,"West Haven, CT",West Haven (CT),,"0.9 Pts, 1.1 Reb, 0.3 Ast",New Haven
Dior Kennedy,7,FR,,6-2,,"Coatesville, PA",Hargrave Military Academy (VA),,"1.7 Pts, 1.0 Reb, 0.8 Ast",New Haven
Timothy Coleman,12,JR,F,6-7,,"New Haven, CT",Hillhouse (CT),,"2.7 Pts, 1.0 Reb, 1.0 Ast",New Haven
Dominick LaDuca,4,FR,,5-7,,"East Hartford, CT",Putnam Science Academy (CT),,"2.7 Pts, 0.3 Reb, 0.0 Ast",New Haven
Jagger Bascombe,8,SO,G,6-2,190.0,"Franklin Square, NY","St. Mary's (Manhasset, NY)",,"0.7 Pts, 0.3 Reb, 0.3 Ast",New Haven
Nathan Narcisse,11,SO,G,6-0,,"Montclair, NJ",Morris Catholic (NJ),,"0.0 Pts, 0.0 Reb, 0.0 Ast",New Haven
Justice Hanna,6,FR,G,6-0,160.0,"Meriden, CT",Kingswood Oxford School (CT),,,New Haven
Owen Hotaling,9,FR,G,6-3,,"Wallingford, CT",Sheehan (CT),,,New Haven
Matiss Ogle,31,FR,G,6-5,,"Dublin, Republic of Ireland",,,,New Haven
John Oladipo,13,FR,G,6-2,,"Pawtucket, RI",Mount St. Charles Academy (RI),,,New Haven
Jake Hall,23,FR,G,6-4,200.0,"Carlsbad, CA",Carlsbad (CA),,"15.8 Pts, 3.3 Reb, 1.5 Ast",New Mexico
Tomislav Buljan,10,FR,F,6-9,250.0,"Split, Croatia",,,"12.1 Pts, 9.9 Reb, 1.3 Ast",New Mexico
Deyton Albury,1,SR,G,6-2,190.0,"Nassau, Bahamas",Temple Christian (Bahamas); Sunrise Christian (KS); Believe Prep (SC),,"11.2 Pts, 3.6 Reb, 3.3 Ast",New Mexico
Uriah Tenette,4,FR,G,5-10,165.0,"North Highlands, CA",Prescott (AZ),,"10.9 Pts, 2.8 Reb, 2.3 Ast",New Mexico
Antonio Chol,5,JR,F,6-9,205.0,"Buffalo, NY",Health Sciences (NY); Democracy Prep (NV); Minnesota Prep (MN),,"9.2 Pts, 3.0 Reb, 0.8 Ast",New Mexico
Luke Haupt,3,SR,G,6-6,215.0,"San Diego, CA",St. Augustine (CA),,"7.3 Pts, 4.5 Reb, 3.0 Ast",New Mexico
JT Rock,35,SO,C,7-1,255.0,"Sioux Falls, SD",Sioux Falls Lincoln (SD),,"5.8 Pts, 3.4 Reb, 0.3 Ast",New Mexico
Tajavis Miller,2,SR,G,6-4,190.0,"Lubbock, TX",Frenship (TX),,"5.9 Pts, 2.1 Reb, 1.0 Ast",New Mexico
Chris Howell,8,SR,G,6-6,185.0,"Sandiego, CA",Torrey Pines (CA),,"5.5 Pts, 3.0 Reb, 3.4 Ast",New Mexico
Milos Vicentic,31,SR,F,6-7,220.0,"Belgrade, Serbia",OKK Belgrade (Serbia),,"3.3 Pts, 1.1 Reb, 0.2 Ast",New Mexico
Timeo Pons,29,FR,G,6-8,195.0,"Les Sables-d'Olonne, France",,,"3.2 Pts, 0.7 Reb, 0.4 Ast",New Mexico
Kevin Patton,0,JR,G,6-8,197.0,"Temecula, CA",Rancho Christian (CA),,"2.6 Pts, 2.2 Reb, 0.7 Ast",New Mexico
Sir Marius Jones,7,FR,G,6-4,195.0,"Oroville, CA",Sacramento (CA),,,New Mexico
Kallai Patton,11,FR,G,6-4,200.0,"Murrieta, CA",Rancho Christian (CA),,,New Mexico
Jemel Jones,21,SR,G,6-4,,"Chicago, IL","Dwight D. Eisenhower (Blue Island, IL)",,"16.9 Pts, 4.0 Reb, 2.5 Ast",New Mexico State
Julius Mims,0,SR,F,6-9,190.0,"Billings, MT",Skyview (MT),,"11.0 Pts, 9.1 Reb, 0.7 Ast",New Mexico State
Elijah Elliott,11,SR,G,6-0,171.0,"Houston, TX",Jack Yates (TX),,"9.3 Pts, 1.9 Reb, 2.4 Ast",New Mexico State
Jayland Randall,8,SR,G,6-5,175.0,"Detroit, MI",Chandler Park Academy (MI),,"8.5 Pts, 2.8 Reb, 0.8 Ast",New Mexico State
Anthony Wrzeszcz,9,SR,G,6-3,185.0,"Gydnia, Poland",Wasatch Academy (UT),,"8.2 Pts, 2.0 Reb, 1.2 Ast",New Mexico State
Jae'Coby Osborne,4,SO,F,6-6,185.0,"Missouri City, TX",Fort Bend Elkins (TX); Bella Vista Prep (AZ),,"5.4 Pts, 4.5 Reb, 0.6 Ast",New Mexico State
Chris Terrell,5,SR,G,6-0,165.0,"Horn Lake, MS",Horn Lake (MS),,"4.4 Pts, 1.4 Reb, 2.1 Ast",New Mexico State
Gabe Pickens,1,SO,G,6-0,200.0,"Phoenix, AZ",Dream City Christian (AZ),,"4.0 Pts, 1.4 Reb, 2.9 Ast",New Mexico State
Kyrese Mullen,3,SR,F,6-7,230.0,"Norfolk, VA",Massanutten Military Academy (VA),,"4.0 Pts, 3.7 Reb, 0.5 Ast",New Mexico State
Cyr Malonga,24,JR,C,6-11,235.0,"Pointe-Noire, Republic of the Congo",Evangel Christian (KY),,"4.3 Pts, 2.8 Reb, 0.2 Ast",New Mexico State
Augustine Ekwe,66,FR,C,6-9,240.0,"Lagos, Nigeria",Wasatch Academy (UT),,"2.4 Pts, 2.6 Reb, 0.2 Ast",New Mexico State
